Country,Alpha-2,Alpha-3,Continent,Anthem
Burkina Faso,BF,BFA,Africa,"Against the humiliating bondage of a thousand years Rapacity came from afar to subjugate them for a hundred years. Against the cynical malice in the shape Of neo-colonialism and its petty local servants. Many gave in and certain others resisted. But the frustrations, the successes, the sweat, the blood Have fortified our courageous people and fertilized its heroic struggle. And one single night has drawn together The history of an entire people, And one single night has launched its triumphal march. Towards the horizon of good fortune. One single night has brought together our people With all the peoples of the World, In the acquisition of liberty and progress. Motherland or death, we shall conquer. Nourished in the lively source of the Revolution, The volunteers for liberty and peace With their nocturnal and beneficial energies of the 4th of August Had not only hand arms, but also and above all The flame in their hearts lawfully to free Faso forever from the fetters of those who Here and there were polluting the sacred soul of independence and sovereignty. And seated henceforth in rediscovered dignity, Love and honour partnered with humanity, The people of Burkina sing a victory hymn To the glory of the work of liberation and emancipation. Down with exploitation of man by man! Forward for the good of every man By all men of today and tomorrow, by every man here and always! Popular revolution our nourishing sap. Undying motherhood of progress in the face of man. Eternal hearth of agreed democracy, Where at last national identity has the right of freedom. Where injustice has lost its place forever, And where from the hands of builders of a glorious world Everywhere the harvests of patriotic vows ripen and suns of boundless joy shine."
Burundi,BI,BDI,Africa,"Our Burundi, gentle country, Take your place in the concert of nations, Acceding to independence with honourable intentions. Wounded and bruised, you have remained master of yourself. When the hour came, you arose, Lifting yourself proudly into the ranks of free peoples. Receive, then, the congratulations of the nations And the homage of your sons and daughters. May your name ring out through the universe. Our Burundi, sacred heritage from our forefathers, Recognized as worthy of self-government, With your courage you also have a sense of honour. Sing the glory of liberty conquered again. Our Burundi, worthy of our tenderest love, We vow to your noble service our hands and hearts and lives. May God, who gave you to us, keep you for us to venerate, Under the shield of unity, In peace, joy and prosperity."
Cameroon,CM,CMR,Africa,"O Cameroon, Thou Cradle of our Fathers, Holy Shrine where in our midst they now repose, Their tears and blood and sweat thy soil did water, On thy hills and valleys once their tillage rose. Dear Fatherland, thy worth no tongue can tell! How can we ever pay thy due? Thy welfare we will win in toil and love and peace, Will be to thy name ever true! Land of Promise, land of Glory! Thou, of life and joy, our only store! Thine be honour, thine devotion, And deep endearment, for evermore. From Shari, from where the Mungo meanders From along the banks of lowly Boumba Stream, Muster thy sons in union close around thee, Mighty as the Buea Mountain be their team; Instil in them the love of gentle ways, Regret for errors of the past; Foster, for Mother Africa, a loyalty That true shall remain to the last."
Cape Verde,CV,CPV,Africa,"Sing, brother Sing, my brother For Liberty is a hymn And Man the certainty. With dignity, bury The seed In the dust of the naked island At the escarpment of life Hope is as big as The sea Which embraces us Sentinel of the oceans and winds Persevering Between the stars and the Atlantic Intone the Chant of Liberty. Sing, brother Sing, my brother For Liberty is a hymn And Man the certainty."
Central African Republic,CF,CAF,Africa,"Oh! Central Africa, cradle of the Bantu! Take up again your right to respect, to life! Long subjugated, long scorned by all, But, from today, breaking tyranny's hold. Through work, order and dignity You reconquer your rights, your unity, And to take this new step The voice of our ancestors call us. To work! In order and dignity, In the respect for rights and in unity, Breaking poverty and tyranny, Holding high the flag of the Fatherland."
Chad,TD,TCD,Africa,"People of Chad, arise and to work! You have conquered the soil and won your rights; Your freedom will be born of your courage. Lift up your eyes, the future is yours. O my Country, may God protect you, May your neighbors admire your children. Joyful, peaceful, advance as you sing, Faithful to your fathers who are watching you. People of Chad, arise and to work! You have conquered the soil and won your rights; Your freedom will be born of your courage. Lift up your eyes, the future is yours."
Comoros,KM,COM,Africa,"The flag is flying, Announcing complete independence; The nation rises up Because of the faith we have In this our Comoria. Let us always have devotion To love our Great Islands. We Comorians are of one blood, We Comorians are of one faith. On these Islands we were born, These Islands brought us up. May God always help us; Let us always have the firm resolve To love our fatherland, Love our religion and the world. The flag is flying. From the Sixth of July The Nation rises up; Our Islands are lined up. Mayotte and Anjouan, Moheli and N'Gazidja, Let us always have devotion To love our Great Islands."
Democratic Republic of Congo,CD,COD,Africa,"On this day the sun rises And our Congo stands resplendent. A long night is ended, A great happiness has come. Let us all, with wild joyfulness, sing The song of freedom. Arise, Congolese, proud every man, Proclaim the unity of our nation. Let us forget what divides us And become more united than ever. Let us live our motto: Unity, work, progress. From the forest to the bush, From the bush to the ocean, One people, one soul, One heart, ardent and proud. Let us all fight, every one of us, For our old black country. And if we have to die, What does it really matter? Our children Everywhere will be able to say how Triumph comes through battle, And in the smallest village Sing beneath our three colours."
Djibouti,DJ,DJI,Africa,"Arise with strength; for we have raised our flag, The flag which has cost us dear With extremes of thirst and pain. Our flag, whose colours are the everlasting green of the earth, The blue of the sky, and white, the colour of peace; And the centre the red star of blood. Oh flag of ours, what a glorious sight!"
Egypt,EG,EGY,Africa,"My homeland, my homeland, my homeland, My love and my heart are for thee. My homeland, my homeland, my homeland, My love and my heart are for thee. Egypt! O mother of all lands, My hope and my ambition, How can one count The blessings of the Nile for mankind? Egypt! Most precious jewel, Shining on the brow of eternity! O my homeland, be for ever free, Safe from every foe! Egypt! Noble are thy children, Loyal, and guardians of thy soil. In war and peace We give our lives for thy sake."
Equatorial Guinea,GQ,GNQ,Africa,"Let us walk the path Of our great happiness. In brotherhood, without separation, Freedom Sing! After two centuries of being subjected Under colonial rule, In fraternal union, without discrimination, Freedom Sing! Let us shout live Guinea, Defend our freedom. Sing always free Guinea, And always retain the unit. Let us shout live Guinea, Defend our freedom. Sing always free Guinea, And always preserve national independence And we preserve and conserve National independence. "
Eritrea,ER,ERI,Africa,"Eritrea, Eritrea, Eritrea, Her Nemesis destroyed while wailing, her sacrifices vindicated by freedom. Forever firm in her principles, her name became a synonym of tenacity, Eritrea, the pride of the oppressed, is a testament that truth prevails. Eritrea, Eritrea, has taken her rightful place in the world. The supreme dedication that brought us freedom, will serve to rebuild her and develop her, We shall honor her with progress, It is our legacy to crown her. Eritrea, Eritrea, has taken her rightful place in the world."
Ethiopia,ET,ETH,Africa,"Respect for citizenship is strong in our Ethiopia; National pride is seen, shining from one side to another. For peace, for justice, for the freedom of peoples, In equality and in love we stand united. Firm of foundation, we do not dismiss humanness; We are people who live through work. Wonderful is the stage of tradition, owners of a proud heritage, Natural grace, mother of a valorous people. We shall protect you ? we have a duty; Our Ethiopia, live! And let us be proud of you!"
Gabon,GA,GAB,Africa,"United in the concord and the brotherhood, Awake, Gabon, dawn is at hand. Stir up the spirit that thrills and inspires us! At last we rise up to attain happiness. At last we rise up to attain happiness. Dazzling and proud, the sublime day dawns, Dispelling for ever injustice and shame. May it rise, rise again and calm our fears, May it promote virtue and banish warfare. Yes, may the happy days dreamed by our ancestors Come for us at last, rejoice our hearts, And banish the sorcerers, those perfidious deceivers Who were sowing poison and were spreading fear. So that, in the eyes of the world and of friendly nations, The immortal Gabon may maintain her good repute, Let us forget our quarrels, let us build together The new structure of which we are all dreaming of From the shores of the Ocean to the heart of the forest, Let us remain vigilant, without weakness and without hatred! Around this flag which leads us to honour, Let us salute the Fatherland and ever sing!"
Gambia,GM,GMB,Africa,"For The Gambia, our homeland We strive and work and pray, That all may live in unity, Freedom and peace each day. Let justice guide our actions Towards the common good, And join our diverse peoples To prove man's brotherhood. We pledge our firm allegiance, Our promise we renew; Keep us, great God of nations, To The Gambia ever true."
Ghana,GH,GHA,Africa,"God bless our homeland Ghana, And make our nation brave and strong, Bold to defend forever The cause of Freedom and of Right. Fill our hearts with true humility Make us cherish fearless honesty, And help us to resist oppressors' rule With all our will and might forever more . Hail to thy name, O Ghana To thee we make our solemn vow; Steadfast to build together A nation strong in Unity; With our gifts of mind and strength of arm, Whether night or day, in the midst of storm, In every need whatever the call may be, To serve thee, Ghana, now and evermore.Raise high the flag of Ghana, And one with Africa advance; Black star of hope and honor, To all who thirst for liberty;"
Guinea,GN,GIN,Africa,"People of Africa! The historic past! Sing the hymn of a Guinea proud and young Illustrious epic of our brothers Who died on the field of honour while liberating Africa! The people of Guinea, preaching Unity, Call to Africa. Liberty! The voice of a people Who call all her brothers to find their way again. Liberty! The voice of a people Who call all her brothers of a great Africa. Let us build African Unity in a newly found independence!"
Guinea-Bissau,GW,GNB,Africa,"Sun, sweat, and the green sea, Centuries of pain and hope; This is the land of our ancestors. Fruit of our hands, Of the flower of our blood: This is our beloved homeland.   Long live our glorious homeland! The banner of our struggle has flourished in the skies. Forward, against the foreign yoke! We are going to build In our immortal homeland Peace and progress! In our immortal homeland Peace and progress!   Branches of the same trunk, Eyes in the same light; This is the force of our unity! The sea and the land, The dawn and the sun are singing That our struggle has borne fruit! https://lyricstranslate.com"
Ivory Coast,CI,CIV,Africa,"We salute you, O land of hope, Country of hospitality; Thy full gallant legions Have restored thy dignity.   Beloved Ivory Coast, thy sons, Proud builders of thy greatness, All not mustered together for thy glory, In joy will we construct thee. Proud citizens of the Ivory Coast, the country call us. If we have brought back liberty peacefully, It will be our duty to be an example   Of the hope promised to humanity, Forging unitedly in new faith The Fatherland of true brotherhood. "
Kenya,KE,KEN,Africa,O God of all creation Bless this our land and nation Justice be our shield and defender May we dwell in unity Peace and liberty Plenty be found within our borders. Let one and all arise With hearts both strong and true Service be our earnest endeavour And our homeland of Kenya Heritage of splendour Firm may we stand to defend. Let all with one accord In common bond united Build this our nation together And the glory of Kenya The fruit of our labour Fill every heart with thanksgiving.
Lesotho,LS,LSO,Africa,"Lesotho, land of our Fathers, You are the most beautiful country of all. You give us birth, In you we are reared And you are dear to us. Lord, we ask You to protect Lesotho. Keep us free from conflict and tribulation Oh, land of mine, Land of our Fathers, May you have peace. "
Liberia,LR,LBR,Africa,"All hail, Liberia, hail! (All hail!) All hail, Liberia, hail! (All hail!) This glorious land of liberty, Shall long be ours. Though new her name, Green be her fame, And mighty be her powers, And mighty be her powers. In joy and gladness, With our hearts united, We'll shout the freedom, Of a race benighted. Long live Liberia, happy land! A home of glorious liberty, By God's command! A home of glorious liberty, By God's command!   All hail, Liberia, hail! (All hail!) All hail, Liberia, hail! (All hail!) In union strong success is sure. We cannot fail! With God above, Our rights to prove, We will o'er all prevail, We will o'er all prevail! With heart and hand our country's cause defending, We'll meet the foe with valour unpretending. Long live Liberia, happy land! A home of glorious liberty, By God's command! A home of glorious liberty, By God's command!"
Libya,LY,LBY,Africa,"God is greatest! He is above the plots of the aggressors, And He is the best helper of the oppressed. With faith and with weapons I shall defend my country, And the light of truth will shine in my hand. Sing with me! God is greatest! God, God, God is greatest! God is above the aggressors. O World, look up and listen! The enemy's army is coming, Wishing to destroy me. With truth and with my gun I shall repulse him. And should I be killed, I would kill him with me. Sing with me-- Woe to the Imperialists! And God is above the treacherous tyrant. God is greatest! Therefore glorify Him, O my country, And seize the forehead of the tyrant And destroy him! "
Madagascar,MG,MDG,Africa,"O, our beloved fatherland, O, fair Madagascar, Our love will never decay, But will last eternally. O, Lord Creator, do Thou bless This Island of our Fathers, That she may be happy and prosperous For our own satisfaction. O, our beloved fatherland, Let us be thy servant With body, heart and spirit In dear and worthy service. O, our beloved fatherland, May God bless thee, That created all lands; In order He maintains thee."
Malawi,MW,MWI,Africa,"O God bless our land of Malawi, Keep it a land of peace. Put down each and every enemy, Hunger, disease, envy. Join together all our hearts as one, That we be free from fear. Bless our leader, each and every one, And Mother Malawi. Our own Malawi, this land so fair, Fertile and brave and free. With its lakes, refreshing mountain air, How greatly blest are we. Hills and valleys, soil so rich and rare, Give us a bounty free. Wood and forest, plains so broad and fair, All-beauteous Malawi. Freedom ever, let us all unite To build up Malawi. With our love, our zeal and loyalty, Bringing our best to her. In time of war, or in time of peace, One purpose and one goal. Men and women serving selflessly In building Malawi."
Mali,ML,MLI,Africa,"At your call, Mali For your prosperity Loyal towards your destiny We will be all united, One people, one goal, one faith, For a united Africa If the enemy should show himself Inside or outside, Standing on the ramparts, We are ready to die.   For Africa and for you, Mali, Our banner shall be liberty. For Africa and for you, Mali, Our fight shall be for unity. Oh, Mali of today, Oh, Mali of tomorrow, The fields are flowering with hope Hearts are thrilling with confidence.   Standing town and country Standing women, young and old For the country moving Towards a bright future For our dignity Let us strengthen our ranks well For the public salvation Let us forge the common good Together shoulder to shoulder Let us make the path of happiness     The path is hard very hard Which leads to common happiness Courage and dedication Vigilance at all times Truth of ancient times Truth everyday Happiness through labour Will make the Mali of tomorrow     Africa finally rises Let us welcome this new day Let us welcome liberty Let us march towards unity New found dignity Support our fight True to our oath Of making Africa united My brothers standing together All at the appointment of honour"
Mauritania,MR,MRT,Africa,"The country of fatherhood is the honorable gift And the fortress of the Book, which is not bound  Ayia Moritan Spring Harmony  And the pillar of forgiveness is the hole of peace   We will protect your fianc?and we will pay you  And hope for hope  And when we meet we will answer you   Your character has not been blocked  The sun on your forehead did not go away  Nmac of Amjad expresses  Africa has the freshest upstream   We gave birth to the dew and the father  A good pregnancy  And the prey of Khasibah, and if they find it  Smona, and we were welcome   Your enemy has kept us young and bitter  So he got down and not stable   We have made you a covenant, and our promise is a promise  We will give you a sense of generosity   We will protect your fianc?and we will pay you  And hope for hope  We will protect your fianc?and we will pay you  And when we meet we will answer you "
Mauritius,MU,MUS,Africa,"Glory to thee, Motherland O Motherland of mine Sweet is thy beauty, Sweet is thy fragrance, Around thee we gather As one people, As one nation, In peace, justice and liberty. Beloved Country, May God bless thee For ever and ever."
Morocco,MA,MAR,Africa,"Root of the free, And of the brav Rising place of the Lights Forum of glory and its protector May you perpetuate as its forum and its protector May you live among the homeland As an address for grandeu Filling every garde conveyed by every tongue With the spirit, with the body Your son has come to answer your call In my mouth and in my blood Your love stirred up as light and fire Let?s go brothers! Heading for grandeur Making the world witness that we here perpetually liv With the motto God, homeland, king."
Mozambique,MZ,MOZ,Africa,"In the memory of Africa and the World Beautiful fatherland of those that dared to fight Mozambique, your name is freedom The Sun of June forever will shine   Mozambique, our Glorious Land Rock by rock constructing the new day Millions of arms in one only force O Loved fatherland we will be successful   United people from Rovuma to Maputo It harvests the fruits of the combat for the Peace The dream grows waving in the flag And goes cultivating in the certainty of tomorrow     Flowers sprouting of the soil of your sweat For mounts, the rivers, the sea We swear for you, O Mozambique No tyrant will enslave us"
Namibia,NA,NAM,Africa,Namibia land of the brave Freedom fight we he won Glory to their bravery Whose blood waters our freedom We give our love and loyalty Together in unity Contrasting beautiful Namibia Namibia our country Beloved land of savannahs Hold high the banner of liberty Namibia our Country Namibia Motherland We love thee
Niger,NE,NER,Africa,"Throughout great powerful Niger Which makes nature more beautiful, Let us be proud and grateful For our newfound freedom! Let us avoid vain quarrels In order to spare ourselves bloodshed, And may the glorious voices Of our race be free of domination! Let us rise in a single leap As high as the dazzling sky, Where stands guard its eternal soul Which will make the country greater! Arise! Niger! Arise! May our fruitful labors Rejuvenate the heart of this old continent! And may the song be heard In the four corners of the Earth As the cry of a fair and valiant people! Arise! Niger! Arise! On the ground and on the wave, To the sound of the drums In their growing rhythms Let us always remain united, And may each one respond To this noble future Which tells us Go forward!"
Nigeria,NG,NGA,Africa,"Arise, O Compatriots Arise, O Compatriots, Nigeria's call obey To serve our Fatherland With love and strength and faith. The labour of our heroes past Shall never be in vain, To serve with heart and might One nation bound in freedom, peace and unity. O God of creation, Direct our noble cause; Guide our Leaders right: Help our Youth the truth to know, In love and honesty to grow, And living just and true, Great lofty heights attain, To build a nation where peace and justice reign. "
Republic of the Congo,CG,COG,Africa,"On this day the sun rises And our Congo stands resplendent. A long night is ended, A great happiness has come. Let us all, with wild joyfulness, sing The song of freedom. Arise, Congolese, proud every man, Proclaim the unity of our nation. Let us forget what divides us And become more united than ever. Let us live our motto: Unity, work, progress. From the forest to the bush, From the bush to the ocean, One people, one soul, One heart, ardent and proud. Let us all fight, every one of us, For our black country. And if we have to die, What does it really matter? Our children Everywhere will be able to say how Triumph comes through battle, And in the smallest village Sing beneath our three colours."
Rwanda,RW,RWA,Africa,"Rwanda, our beautiful and dear country Adorned of hills, lakes and volcanoes Motherland, would be always filled of happiness Us all your children: Abanyarwanda Let us sing your glare and proclaim your high facts You, maternal bosom of us all Would be admired forever, prosperous and cover of praises. Invaluable heritage, that God protects to you You filled us priceless goods Our common culture identifies us Our single language unifies us That our intelligence, our conscience and our forces Fill you with varied riches For an unceasingly renewed development. Our valorous ancestors Gave themselves bodies and souls As far as making you a big nation You overcame the colonial-imperialistic yoke That has devastated Africa entirely And has your joy of your sovereign independence Acquired that constantly we will defend. Maintain this cape, beloved Rwanda, Standing, we commit for you So that peace reigns countrywide That you are free of all hindrance That your determination hires progress That you have excellent relations with all countries And that finally your pride is worth your esteem. "
Saint Helena,SH,SHN,Africa,My heart is drifting southward To my home down in the sea It?s the isle of St. Helena Where my loved ones wait for me Long since I left it But I?ll soon be going home To my St. Helena island And swear I?ll never roam Diamonds they are pretty So is your fancy cars But St. Helena island Is prettier by far All the wonders of this world I?m told they number seven But St. Helena Island Is the nearest one to heaven Diamonds they are pretty So is your fancy cars But St. Helena island Is prettier by far Someday if the Lord above Comes out of heaven?s gate I?m sure He?ll pick St. Helena And use it as His place
Sao Tome and Principe,ST,STP,Africa,"Total independence, Glorious song of the people, Total independence, Sacred hymn of combat. Dynamism In the national struggle, Eternal oath To the sovereign country of S? Tom?and Pr?cipe. Warriors in the war without weapons, Live flame in the soul of the people, Congregating the sons of the islands Around the Immortal Fatherland. Total independence, total and complete, Building, in progress and peace, The happiest nation on earth, With the heroic arms of the people. Working, struggling, struggling and conquering, We go ahead with giant steps In the crusade of the African peoples, Raising the national flag. Voice of the people, present, present and united, Strong beat in the heart of hope To be a hero in the hour of peril, A hero of the Nation's resurgence. Dynamism In the national struggle, Eternal oath To the sovereign country of S? Tom?and Pr?cipe"
Senegal,SN,SEN,Africa,"Sound, all of you, your Koras, Beat the drums, The red Lion has roared, The Tamer of the bush with one leap has rushed forward Scattering the gloom. Light on our terrors, Light on our hopes. Arise, brothers, Africa behold united! Shoulder to shoulder, O people of S??al, more than brothers to me, arise! Unite the sea and the springs, Unite the steppe and the forest! Hail, mother Africa, Hail, mother Africa! S??al, thou son of the Lion Arise in the night with great speed, Restore, oh, restore to us the honour of our ancestors, Magnificent as ebony and strong as muscles! We are a straight people-the sword has no fault. S??al, we make your great design our own: To gather the chicks, sheltering them from kites, To make from them, from East to West, from North to South, A people rising as one, in seamless unity, Yet a people facing all the winds of the earth. S??al, like thee, like all our heroes, We will be stern without hatred, and with open arms. The sword we will put peacefully in its sheath, For work and words will be our weapon. The Bantu is our brother, the Arab, and the White man too. But if the enemy violates our frontiers, We will all be ready, weapons in our hands; A people in its faith defying all evil; Young and old, men and women, Death, yes! but not dishonour."
Seychelles,SC,SYC,Africa,"Seychelles, our only motherland Where we live in harmony Happiness, love and peace We give thanks to God. Preserve the beauty of our country The riches of our oceans A precious heritage For the happiness of our children. Live forever in unity Raise our flag Together for all eternity Join together all Seychellois! "
Sierra Leone,SL,SLE,Africa,"High we exalt thee, realm of the free; Great is the love we have for thee; Firmly united ever we stand, Singing thy praise, O native land. We raise up our hearts and our voices on high, The hills and the valleys re-echo our cry; Blessing and peace be ever thine own, Land that we love, our Sierra Leone.   One with a faith that wisdom inspires, One with a zeal that never tires; Ever we seek to honour thy name, Ours is the labour, thine the fame. We pray that no harm on thy children may fall, That blessing and peace may descend on us all; So may we serve thee ever alone, Land that we love, our Sierra Leone.   Knowledge and truth our forefathers spread, Mighty the nations whom they led; Mighty they made thee, so too may we Show forth the good that is ever in thee. We pledge our devotion, our strength and our might, Thy cause to defend and to stand for thy right; All that we have be ever thine own, Land that we love, our Sierra Leone. "
Somalia,SO,SOM,Africa,"Any nation?s flag, bears its own color The sky (above us), does ours look like Defects it has none; love it with candor Oh you White Star, at your service we are Superior you are, in any part of our land Be famous oh Star, like the sun (of the far)On the day you arose, our hearts you have Purified with pureness, (Oh you our flag) Lord may not dim you, pray we in this night The detached part of, our forces of fiveI beseech from  God, their return you cause This fate that wrote, for us to meet now "
South Africa,ZA,ZAF,Africa,"Lord bless Africa May her glory be lifted high, Hear our prayers Lord bless us, your children. Lord we ask You to protect our nation, Intervene and end all conflicts, Protect us, protect our nation, Protect South Africa, South Africa. Out of the blue of our heavens, From the depths of our seas, Over our everlasting mountains, Where the echoing crags resound, Sounds the call to come together, And united we shall stand, Let us live and strive for freedom, In South Africa our land."
South Sudan,SS,SSD,Africa,"Oh God We praise and glorify You For Your grace on South Sudan, The land of great abundance Uphold us united in peace and harmony. Oh motherland We rise raising flag with the guiding star And sing songs of freedom with joy; For justice, liberty and prosperity Shall forever more reign. Oh great patriots Let us stand up in silence and respect, Saluting our martyrs whose blood Cemented our national foundation, We vow to protect our nation. Oh God, bless South Sudan! "
Sudan,SD,SDN,Africa,"We are the soldiers of God,  the soldiers of our homeland, We never fail when called for sacrifice. Death, we defy at adversity. Glory, we buy with the highest price. This land is ours. May, our Sudan, live long, an edifice among the nations, O Sons of the Sudan, this is your symbol, which shoulders your burden and shields your land. "
Swaziland,SZ,SWZ,Africa,"O Lord our God, bestower of the blessings of the Swazi; We give Thee thanks for all our good fortune; We offer thanks and praise for our King And for our fair land, its hills and rivers. Thy blessings be on all rulers of our Country; Thine alone is our Lord; We pray Thee to grant us wisdom without deceit or malice. Establish and fortify us, Lord Eternal."
Tanzania,TZ,TZA,Africa,"God bless Africa Bless its leaders Wisdom, unity and peace These are our shields Africa and its people Bless Africa, Bless Africa Bless us, the children of Africa God bless Tanzania Grant eternal freedom and unity To its women, men and children God bless Tanzania and its people Bless Tanzania, Bless Tanzania Bless us, the children of Tanzania"
Togo,TG,TGO,Africa,"Hail to thee, land of our forefathers' Thou who made them strong, Peaceful and happy, Cultivated virtue and bravery For prosperity. Even if tyrants shall come, Thy heart yearns towards freedom. Togo arise! Let us struggle without faltering. Victory or death, but dignity. God almighty, Thou alone, Hast made Togo prosper. People of Togo arise! Let us build the nation. To serve thee in unity Is the most burning desire of our hearts. Let us shout aloud our motto That nothing can tarnish. We the only builders of thy happiness and of thy future, Everywhere let us break chains and treachery, And we swear to thee for ever faith, Love, service, untiring zeal, To make thee yet, beloved Togo, A golden example for humanity. Hail, hail to the entire Universe Let us unite our efforts on this immense building site Whence will be reborn anew Great Humanity. Everywhere, instead of misery, let us bring happiness. Let us chase from the world unruly hatred. It's over with slavery and Captivity. At the star of liberty, Let us renew the solidarity Of the Nations in fraternity. "
Tunisia,TN,TUN,Africa,"O defenders of the Homeland! Rally around to the glory of our time! The blood surges in our veins, We die for the sake of our land. Let the heavens roar with thunder Let thunderbolts rain with fire. Men and youth of Tunisia, Rise up for her might and glory. No place for traitors in Tunisia, Only for those who defend her! We live and die loyal to Tunisia, A life of dignity and a death of glory. As a nation we inherited Arms like granite towers. Holding aloft our proud flag flying, We boast of it, it boasts of us, Arms that achieve ambitions and glory, Sure to realize our hopes, Inflict defeat on foes, Offer peace to friends. When the people will to live, Destiny must surely respond. Oppression shall then vanish. Fetters are certain to break. "
Uganda,UG,UGA,Africa,"Oh Uganda! May God uphold Thee, We lay our future in thy hand, United, free, For liberty, Together we'll always stand. Oh Uganda! The land of Freedom, Our love and labor we give, And with neighbours' all, At our Country's call, In peace and friendship, we'll live. Oh Uganda! The land that Feeds us, By sun and fertile soil grown, For our own dear land, We'll always stand, The Pearl of Africa's Crown."
Western Sahara,EH,ESH,Africa,"O sons of the Sahara! In the battlefield, you are torch holders in the long road Make revolution in our nation and follow this path for her sake. Cut off the head of the invader. Cut off the head of the invader. O revolutionaries, the homeland will be glorious. Cut off the estates in this region. Remove in war the causes for protest and abandon it; no submission, no yielding. No agent, no invader, no agent, no invader. You who ask about us: we are the ones who drive the transforming struggle. We are the ones who smash that idol, we are the ones who understand the beautiful lesson. We are the people of the path; we are the people of the path. We are the ones who revealed the path against the raid, the one that burns up the raiders. It is the war to erase the oppressor and establish the right of the laborers. We are the people of the path; We are the people of the path. The uprising is for the people and will advance in the Arab lands. It will produce unity forever in the hearts and will establish justice and democracy. Every century, every generation, every century, every generation."
Zambia,ZM,ZMB,Africa,"Stand and sing of Zambia, proud and free, Land of work and joy in unity, Victors in the struggle for the right, We have won freedom's fight. All one, strong and free. Africa is our own motherland, Fashion'd with and blessed by God's good hand, Let us all her people join as one, Brothers under the sun. All one, strong and free. One land and one nation is our cry, Dignity and peace 'neath Zambia's sky, Like our noble eagle in its flight, Zambia, praise to thee. All one, strong and free. Praise be to God. Praise be, praise be, praise be, Bless our great nation, Zambia, Zambia, Zambia. Free men we stand Under the flag of our land. Zambia, praise to thee! All one, strong and free."
Zimbabwe,ZW,ZWE,Africa,"Oh lift high the banner, the flag of Zimbabwe The symbol of freedom proclaiming victory; We praise our heroes' sacrifice, And vow to keep our land from foes; And may the Almighty protect and bless our land. Oh lovely Zimbabwe, so wondrously adorned With mountains, and rivers cascading, flowing free; May rain abound, and fertile fields; May we be fed, our labour blessed; And may the Almighty protect and bless our land. Oh God, we beseech Thee to bless our native land; The land of our fathers bestowed upon us all; From Zambezi to Limpopo May leaders be exemplary; And may the Almighty protect and bless our land."
